vehicle_key,auto_id,vin,make,year,transmission,owner_id,effective_date,end_date,is_current
1276,1276,GTOEXK959CMD932ZB,Contoso Motors,2016,Automatic,276,2026-05-22,,True
1277,1277,K1RQ6TZOABLZ68O03,Contoso Motors,2004,Automatic,552,2026-05-22,,True
1278,1278,V4YYL9QFC49ZAEM49,Contoso Motors,2005,Automatic,278,2026-05-22,,True
1279,1279,LCBU82I3PQ88AJRPC,Contoso Motors,2006,Automatic,279,2026-05-22,,True
1280,1280,M0FFTDSRAVLG9AI8R,Contoso Motors,2007,Automatic,280,2026-05-22,,True
1281,1281,SJEWVZES6P40RFJ2C,Contoso Motors,2004,Automatic,281,2026-05-22,,True
1282,1282,UNHJ1BS4IJDD9JJQ4,Contoso Motors,2005,Automatic,282,2026-05-22,,True
1283,1283,DRO9OF9GDWEPDU90B,Contoso Motors,2004,Automatic,765,2026-05-22,,True
1284,1284,AV977M67R6FW2C7UY,Contoso Motors,2016,Automatic,600,2026-05-22,,True
1285,1285,WRIDNN9F6V38KKPDJ,Contoso Motors,2016,Automatic,826,2026-05-22,,True
1286,1286,AX0J6KW0FDI04F222,Contoso Motors,2016,Automatic,887,2026-05-22,,True
1287,1287,IZGBOUOH0QDT7KX44,Contoso Motors,2005,Automatic,553,2026-05-22,,True
1288,1288,JVHJQQ3CAYW85TKM6,Contoso Motors,2007,Automatic,913,2026-05-22,,True
1289,1289,MH96VP2EWK2CU8QLO,Contoso Motors,2011,Automatic,937,2026-05-22,,True
1290,1290,TEJKXNOSEJQHD43H6,Contoso Motors,2004,Automatic,620,2026-05-22,,True
1291,1291,66FZ8F20WBAKUQR4W,Contoso Motors,2006,Automatic,631,2026-05-22,,True
1292,1292,D8GCDIXB5352RWT9L,Contoso Motors,2016,Automatic,292,2026-05-22,,True
1293,1293,T5G690OUAUEORIOUO,Contoso Motors,2011,Automatic,293,2026-05-22,,True
1294,1294,E6I1WU4V68P2YI9EZ,Contoso Motors,2013,Automatic,555,2026-05-22,,True
1295,1295,A8KAMYGO3AKYV081V,Contoso Motors,2016,Automatic,644,2026-05-22,,True
1296,1296,3PBED0J26IA5PGY7C,Contoso Motors,2005,Automatic,938,2026-05-22,,True
1297,1297,5JK0ZIYX9GGG3HWD1,Contoso Motors,2014,Automatic,557,2026-05-22,,True
1298,1298,KGKU39G92BWMGN5L3,Contoso Motors,2009,Automatic,910,2026-05-22,,True
1299,1299,LSCQSH0E0ZO6FQXA1,Contoso Motors,2005,Automatic,648,2026-05-22,,True
1300,1300,FTX8HD931F3FMWDHA,Contoso Motors,2004,Automatic,300,2026-05-22,,True
1301,1301,ONE99UYVELKPCUTDP,Contoso Motors,2016,Automatic,567,2026-05-22,,True
1302,1302,MCGQ5T5PN01IP9MZ8,Contoso Motors,2005,Automatic,574,2026-05-22,,True
1303,1303,UI06J0D5G0CAAFY19,Contoso Motors,2015,Automatic,222,2026-05-22,,True
1304,1304,Y5SBTSW4WX021KGFA,Contoso Motors,2011,Manual,304,2026-05-22,,True
1305,1305,MP0S8AKU43RPKD90V,Contoso Motors,2004,Automatic,73,2026-05-22,,True
1306,1306,YHIK1NXRYJEB9PVH1,Contoso Motors,2014,Semi-Automatic,306,2026-05-22,,True
1307,1307,34X7MRZ9LNSQT9DQU,Contoso Motors,2004,Automatic,960,2026-05-22,,True
1308,1308,2UJ2QKEYM218KRM6J,Contoso Motors,2012,Automatic,679,2026-05-22,,True
1309,1309,6UHMXMW5NXMNQUAF0,Contoso Motors,2007,Automatic,935,2026-05-22,,True
1310,1310,314QP2MUZPKE4BAFS,Contoso Motors,2015,Automatic,970,2026-05-22,,True
1311,1311,B13S39TMEEIO3NBHJ,Contoso Motors,2005,Automatic,30,2026-05-22,,True
1312,1312,XW440S0HCDHEM9P9F,Contoso Motors,2014,Automatic,683,2026-05-22,,True
1313,1313,SPTF6X75CP3H9LH2O,Contoso Motors,2005,Automatic,961,2026-05-22,,True
1314,1314,22ADQR3GY64IQ96JF,Contoso Motors,2007,Automatic,979,2026-05-22,,True
1315,1315,RM1WZGYS9YABON8Q8,Contoso Motors,2011,Automatic,121,2026-05-22,,True
1316,1316,UF0BKWQIZ10FZ6B9E,Contoso Motors,2014,Semi-Automatic,316,2026-05-22,,True
1317,1317,E3EBBLYQZ88UC2Z7W,Contoso Motors,2004,Automatic,577,2026-05-22,,True
1318,1318,99HNLW25GFLZEJ2PS,Contoso Motors,2015,Automatic,702,2026-05-22,,True
1319,1319,TAE9Z89VLO83PHJR1,Contoso Motors,2007,Manual,319,2026-05-22,,True
1320,1320,Y1BNRSA5R4BXLBPMK,Contoso Motors,2011,Automatic,581,2026-05-22,,True
1321,1321,GYR52YP8G2NKMLWBH,Contoso Motors,2013,Automatic,582,2026-05-22,,True
1322,1322,BVMNWWVGHRTC3GEDU,Contoso Motors,2005,Automatic,322,2026-05-22,,True
1323,1323,SBF0EH6V8KP76QGL4,Contoso Motors,2005,Automatic,597,2026-05-22,,True
1324,1324,YYZWNGOX1RUWRC7XC,Contoso Motors,2007,Automatic,324,2026-05-22,,True
1325,1325,LJ6F4OZPZ9KYSBCM2,Contoso Motors,2011,Automatic,600,2026-05-22,,True
1326,1326,QTWN80VZUV7PXBZBK,Contoso Motors,2005,Automatic,326,2026-05-22,,True
1327,1327,F7QHYEUVCVPREJVZR,Contoso Motors,2012,Automatic,327,2026-05-22,,True
1328,1328,ODHWMT1905X771A4G,Contoso Motors,2016,Automatic,328,2026-05-22,,True
1329,1329,5UVV52TCPL8K6P7Z0,Contoso Motors,2011,Automatic,329,2026-05-22,,True
1330,1330,2PSIBOHIZGHIVTM1T,Contoso Motors,2013,Automatic,330,2026-05-22,,True
1331,1331,C3U7E7UASKXHUVXQS,Contoso Motors,2016,Automatic,99,2026-05-22,,True
1332,1332,6Y0AHLH3LQ1AI4WXW,Contoso Motors,2012,Automatic,723,2026-05-22,,True
1333,1333,I40PBTA95H61CKPWB,Contoso Motors,2007,Automatic,127,2026-05-22,,True
1334,1334,ROVY27XJA4YWIAXG6,Contoso Motors,2007,Automatic,150,2026-05-22,,True
1335,1335,M3CW0MS6MFSL5UAAD,Contoso Motors,2014,Automatic,601,2026-05-22,,True
1336,1336,DAGVB9T3K577ZR0KK,Contoso Motors,2004,Automatic,16,2026-05-22,,True
1337,1337,IGFMX01JATNY81JNK,Contoso Motors,2011,Automatic,33,2026-05-22,,True
1338,1338,PVCT3LTTZSQN0IRET,Contoso Motors,2004,Automatic,740,2026-05-22,,True
1339,1339,TFPD7W5PGE4JJUPHN,Contoso Motors,2011,Automatic,744,2026-05-22,,True
1340,1340,INUX9NV7E99VIABYE,Contoso Motors,2005,Automatic,340,2026-05-22,,True
1341,1341,R9PQY8C8BV6YLW8HP,Contoso Motors,2007,Automatic,341,2026-05-22,,True
1342,1342,FVX12C6OGRUE5ZY8I,Contoso Motors,2016,Automatic,603,2026-05-22,,True
1343,1343,K81ISYCQ22EWXGU6W,Contoso Motors,2007,Automatic,764,2026-05-22,,True
1344,1344,WBL4WLJG14TKK0MDZ,Contoso Motors,2013,Automatic,56,2026-05-22,,True
1345,1345,RTJ0QA3ECF8QO010S,Contoso Motors,2014,Automatic,605,2026-05-22,,True
1346,1346,BKB70LRTCH9G77TGB,Contoso Motors,2004,Automatic,175,2026-05-22,,True
1347,1347,ME44GUAR7A2LB4HZD,Contoso Motors,2004,Automatic,823,2026-05-22,,True
1348,1348,I1PDM5GBDKL1A46DQ,Contoso Motors,2011,Automatic,348,2026-05-22,,True
1349,1349,A66BQTFUEM23UF0YQ,Contoso Motors,2007,Automatic,615,2026-05-22,,True
1350,1350,R32L45Y45CXJ1832L,Contoso Motors,2005,Automatic,622,2026-05-22,,True
1351,1351,KUSBIPA04LYM2EIIP,Contoso Motors,2015,Automatic,750,2026-05-22,,True
1352,1352,QYY4ASV4JLB7RCT3Y,Contoso Motors,2013,Manual,352,2026-05-22,,True
1353,1353,R6BV391OVKDOB81RH,Contoso Motors,2011,Automatic,179,2026-05-22,,True
1354,1354,SD1FDIMAM885VRR4K,Contoso Motors,2014,Semi-Automatic,354,2026-05-22,,True
1355,1355,OJ0HVO4LHFR5EJ4F5,Contoso Motors,2014,Automatic,57,2026-05-22,,True
1356,1356,MZGKYCHARBJTS7WZO,Contoso Motors,2011,Automatic,827,2026-05-22,,True
1357,1357,RMBSQDOAPJSSMRR9Q,Contoso Motors,2010,Automatic,258,2026-05-22,,True
1358,1358,ZOPYIRVU7EI9GHUMQ,Contoso Motors,2005,Automatic,269,2026-05-22,,True
1359,1359,D1DDKVM88RR3PLBAT,Contoso Motors,2014,Automatic,317,2026-05-22,,True
1360,1360,DXBHUHLUGYJDY1PNK,Contoso Motors,2013,Automatic,836,2026-05-22,,True
1361,1361,KRB9R16B5VHMT1D6R,Contoso Motors,2011,Automatic,64,2026-05-22,,True
1362,1362,FZC84TTVLD7HFOORL,Contoso Motors,2014,Automatic,81,2026-05-22,,True
1363,1363,ILVKP2FAG3WG5IM8C,Contoso Motors,2005,Automatic,313,2026-05-22,,True
1364,1364,3MOPQ5ZT5C38AXQ2U,Contoso Motors,2014,Semi-Automatic,364,2026-05-22,,True
1365,1365,CY6LZH8RR2H1SAREI,Contoso Motors,2011,Automatic,625,2026-05-22,,True
1366,1366,OYG2928S3NRJW1YKT,Contoso Motors,2015,Automatic,230,2026-05-22,,True
1367,1367,MHAK658W5TEUHITRR,Contoso Motors,2006,Manual,367,2026-05-22,,True
1368,1368,1FVYIKXVMOTS48FD3,Contoso Motors,2004,Automatic,629,2026-05-22,,True
1369,1369,GEFAEBS0H3FIVOR2J,Contoso Motors,2010,Automatic,630,2026-05-22,,True
1370,1370,514EHHUJ1TFYIS65E,Contoso Motors,2005,Automatic,370,2026-05-22,,True
1371,1371,GW9NI5JQVOG703PZB,Contoso Motors,2014,Automatic,645,2026-05-22,,True
1372,1372,YEL4K5RNX940QFNL3,Contoso Motors,2016,Automatic,372,2026-05-22,,True
1373,1373,Q78598MH3T1V54KFM,Contoso Motors,2013,Automatic,648,2026-05-22,,True
1374,1374,LH732XEZDKI4Z394T,Contoso Motors,2013,Automatic,374,2026-05-22,,True
1375,1375,ICT9RIOF32THO9556,Contoso Motors,2014,Automatic,375,2026-05-22,,True
1376,1376,QRP61J8WWMFEC1OJ9,Contoso Motors,2015,Automatic,376,2026-05-22,,True
1377,1377,Q1FF8A1TVWBJI28E2,Contoso Motors,2004,Automatic,377,2026-05-22,,True
1378,1378,D4E4HC4Y1OBFLZ63T,Contoso Motors,2010,Automatic,378,2026-05-22,,True
1379,1379,D80AUFIV83HX8YCH3,Contoso Motors,2004,Automatic,389,2026-05-22,,True
1380,1380,2ZZD7EGUGGMKFQ18O,Contoso Motors,2015,Automatic,860,2026-05-22,,True
1381,1381,70AVZHYLXOOVE6YOR,Contoso Motors,2016,Automatic,415,2026-05-22,,True
1382,1382,O4URHRZXH6XPYFM6P,Contoso Motors,2007,Automatic,435,2026-05-22,,True
1383,1383,39GI4HW1QA7DPSHVZ,Contoso Motors,2014,Automatic,649,2026-05-22,,True
1384,1384,CV1U309RLIH6HDXT1,Contoso Motors,2004,Automatic,153,2026-05-22,,True
1385,1385,QEUZ5VK4OZ3LC3N6E,Contoso Motors,2007,Automatic,177,2026-05-22,,True
1386,1386,GGU564Y01QWH8GW9H,Contoso Motors,2004,Automatic,884,2026-05-22,,True
1387,1387,ORR4OWHTW0CEF66X2,Contoso Motors,2013,Automatic,919,2026-05-22,,True
1388,1388,VDRKMX1QOU4MITQAL,Contoso Motors,2004,Automatic,388,2026-05-22,,True
1389,1389,XG8VBMCYEO2QOG8ZR,Contoso Motors,2005,Automatic,389,2026-05-22,,True
1390,1390,MJ401YWXY32Z6KTKM,Contoso Motors,2013,Automatic,651,2026-05-22,,True
1391,1391,7Q4UWJ6Q6CDFFKVAZ,Contoso Motors,2016,Automatic,936,2026-05-22,,True
1392,1392,R6WSJIP4RU0PIYO36,Contoso Motors,2016,Automatic,178,2026-05-22,,True
1393,1393,N88SJT15AC6Y5J2R9,Contoso Motors,2005,Automatic,653,2026-05-22,,True
1394,1394,0T0ZLCUSG9BVJX2VW,Contoso Motors,2011,Automatic,437,2026-05-22,,True
1395,1395,ZY4NAV7ZN2VT1VR0K,Contoso Motors,2005,Automatic,956,2026-05-22,,True
1396,1396,60VWQA1A274G0SAVL,Contoso Motors,2013,Automatic,396,2026-05-22,,True
1397,1397,G0VMNUCY2U8RK3G1F,Contoso Motors,2006,Automatic,663,2026-05-22,,True
1398,1398,KTTD6O22EY8MVZW5S,Contoso Motors,2013,Automatic,670,2026-05-22,,True
1399,1399,5AYXF6STXFTDRP7GA,Contoso Motors,2015,Automatic,278,2026-05-22,,True
1400,1400,CCYMU05361DPN6Y5H,Contoso Motors,2004,Manual,400,2026-05-22,,True
1401,1401,Z4DCRPF5BA7QXDT12,Contoso Motors,2013,Automatic,323,2026-05-22,,True
1402,1402,H7W70OJO6GKA2G5PN,Contoso Motors,2014,Semi-Automatic,402,2026-05-22,,True
1403,1403,SWLZX9W7G065UO78G,Contoso Motors,2016,Automatic,200,2026-05-22,,True
1404,1404,23QEY2EIZJ7TSBDNM,Contoso Motors,2004,Automatic,4,2026-05-22,,True
1405,1405,IPPH7JTK8J2GIGIBP,Contoso Motors,2004,Automatic,85,2026-05-22,,True
1406,1406,KIB84CBLSYJDN2ZRD,Contoso Motors,2014,Automatic,205,2026-05-22,,True
1407,1407,W09CFDMO31STQUN0D,Contoso Motors,2005,Automatic,829,2026-05-22,,True
1408,1408,0OOJ8IQVRVRDAU642,Contoso Motors,2015,Automatic,58,2026-05-22,,True
1409,1409,CWKWH6MOEIGGCIFTB,Contoso Motors,2011,Automatic,201,2026-05-22,,True
1410,1410,2POR20L908FD1YUHI,Contoso Motors,2015,Automatic,256,2026-05-22,,True
1411,1411,A1VDWB1U6X26VT7LV,Contoso Motors,2016,Automatic,371,2026-05-22,,True
1412,1412,24EDQV9L503HDA204,Contoso Motors,2014,Semi-Automatic,412,2026-05-22,,True
1413,1413,F7SFZ0MU1XFQG9077,Contoso Motors,2004,Automatic,673,2026-05-22,,True
1414,1414,HUHAD0APMI22Q8C7X,Contoso Motors,2016,Automatic,295,2026-05-22,,True
1415,1415,ASIDMJ6V33NZT5VSG,Contoso Motors,2012,Manual,415,2026-05-22,,True
1416,1416,A9F6PH28NZ5ZIBKMC,Contoso Motors,2011,Automatic,677,2026-05-22,,True
1417,1417,OKQBG2ICF2KRYHDUY,Contoso Motors,2009,Automatic,678,2026-05-22,,True
1418,1418,SENNKVN947MLANT7V,Contoso Motors,2013,Automatic,418,2026-05-22,,True
1419,1419,E2AOT1D1ZAQXRZAXC,Contoso Motors,2014,Automatic,693,2026-05-22,,True
1420,1420,UW092M9QVF7OLA7J1,Contoso Motors,2015,Automatic,420,2026-05-22,,True
1421,1421,RJIQL9ZNREDLQVYBG,Contoso Motors,2004,Automatic,696,2026-05-22,,True
1422,1422,G1G0IUTLXIYUUV6CS,Contoso Motors,2010,Automatic,422,2026-05-22,,True
1423,1423,O9CANIIHM3UQE3A1J,Contoso Motors,2007,Automatic,423,2026-05-22,,True
1424,1424,MXPHR91GN9DGQOIJ0,Contoso Motors,2016,Automatic,424,2026-05-22,,True
1425,1425,T3KLZ617OKEGL3TGJ,Contoso Motors,2011,Automatic,425,2026-05-22,,True
1426,1426,2KBITZA6S4WDX8XA0,Contoso Motors,2009,Automatic,426,2026-05-22,,True
1427,1427,FSQKIDJEC19ESR9AR,Contoso Motors,2005,Automatic,949,2026-05-22,,True
1428,1428,2JES0TXB2WPP8V4B0,Contoso Motors,2013,Automatic,59,2026-05-22,,True
1429,1429,7H44MSTH0YTYQH5KQ,Contoso Motors,2005,Automatic,213,2026-05-22,,True
1430,1430,6L8D6ON3GFMXNFB9F,Contoso Motors,2004,Automatic,333,2026-05-22,,True
1431,1431,LXAITSU9VBN5WLGPC,Contoso Motors,2005,Automatic,697,2026-05-22,,True
1432,1432,PWQM69O8290304IBT,Contoso Motors,2013,Automatic,315,2026-05-22,,True
1433,1433,TOPX706T4XBB7RO75,Contoso Motors,2005,Automatic,352,2026-05-22,,True
1434,1434,XG8TA9ISLW21GL1FT,Contoso Motors,2007,Automatic,67,2026-05-22,,True
1435,1435,9AB0R9HP7PD4OQCG6,Contoso Motors,2016,Automatic,76,2026-05-22,,True
1436,1436,KXUE0W39UBTR9D24M,Contoso Motors,2011,Automatic,436,2026-05-22,,True
1437,1437,ESAMLQHZ457J3EJ9K,Contoso Motors,2014,Automatic,437,2026-05-22,,True
1438,1438,1YT0TLVVYGW5OBC0H,Contoso Motors,2016,Automatic,699,2026-05-22,,True
1439,1439,NUMPGRXLUG5WUN6N9,Contoso Motors,2015,Automatic,80,2026-05-22,,True
1440,1440,Q8G63B9ZWLE5RRHCP,Contoso Motors,2016,Automatic,392,2026-05-22,,True
1441,1441,U7MDJAR5LL5ALEY01,Contoso Motors,2004,Automatic,701,2026-05-22,,True
1442,1442,SLR5PLAM3Q4GGUY8W,Contoso Motors,2007,Automatic,957,2026-05-22,,True
1443,1443,WG8RHF60Y173NRFBC,Contoso Motors,2006,Automatic,115,2026-05-22,,True
1444,1444,65VLT3C6AL03OD9OV,Contoso Motors,2004,Automatic,444,2026-05-22,,True
1445,1445,HVH2QDGUKRBYSEUCM,Contoso Motors,2012,Automatic,711,2026-05-22,,True
1446,1446,X74HXEXZQ4TFL9GE8,Contoso Motors,2010,Automatic,718,2026-05-22,,True
1447,1447,S4IHKUK9UXS1GXBA1,Contoso Motors,2016,Automatic,550,2026-05-22,,True
1448,1448,5FWPP08E5U40S90JF,Contoso Motors,2011,Manual,448,2026-05-22,,True
1449,1449,A6F0W6YJMU6KPAEWT,Contoso Motors,2014,Automatic,409,2026-05-22,,True
1450,1450,DD354DXEQ2C8GK1K2,Contoso Motors,2014,Semi-Automatic,450,2026-05-22,,True
1451,1451,9XGRHDQAU86GJT7DZ,Contoso Motors,2004,Automatic,400,2026-05-22,,True
1452,1452,BY82VNI3MZ7TBCZ61,Contoso Motors,2015,Automatic,124,2026-05-22,,True
1453,1453,0E5QAEMVCDAOZE81L,Contoso Motors,2011,Automatic,77,2026-05-22,,True
1454,1454,YGSDTSSEOJX2D7DRX,Contoso Motors,2011,Automatic,341,2026-05-22,,True
1455,1455,2TALRZCYSSCGLYJB7,Contoso Motors,2004,Manual,461,2026-05-22,,True
1456,1456,04KB5JW22G7L17K58,Contoso Motors,2006,Automatic,159,2026-05-22,,True
1457,1457,BAWJQMV834O3RGTQN,Contoso Motors,2005,Automatic,440,2026-05-22,,True
1458,1458,9RLZ3KDXEIZ0KPFOO,Contoso Motors,2005,Manual,466,2026-05-22,,True
1459,1459,DRFYNAK6B3OLGP3ME,Contoso Motors,2005,Automatic,457,2026-05-22,,True
1460,1460,WXIXIATNJAIVOJ5DP,Contoso Motors,2014,Semi-Automatic,460,2026-05-22,,True
1461,1461,E55ZK1LVHO5LY26NK,Contoso Motors,2011,Automatic,721,2026-05-22,,True
1462,1462,VYER3B0FUJ7EBHRPV,Contoso Motors,2012,Automatic,263,2026-05-22,,True
1463,1463,2WMI3NEZPP3LFAFXN,Contoso Motors,2014,Automatic,463,2026-05-22,,True
1464,1464,NJ09G7SCLOOYSVGF2,Contoso Motors,2007,Automatic,725,2026-05-22,,True
1465,1465,M0HEYXR1FQ58L52S7,Contoso Motors,2016,Automatic,726,2026-05-22,,True
1466,1466,EQ4OEBLVRVOWHQZZX,Contoso Motors,2010,Automatic,466,2026-05-22,,True
1467,1467,47VI6DSJ9ZSRXAIQ9,Contoso Motors,2005,Automatic,741,2026-05-22,,True
1468,1468,JER538BP9QVGHG3PJ,Contoso Motors,2016,Automatic,468,2026-05-22,,True
1469,1469,SDAGYHT0D9ACO185Q,Contoso Motors,2011,Automatic,744,2026-05-22,,True
1470,1470,ROGKNHHPJYJENJ5BF,Contoso Motors,2009,Automatic,470,2026-05-22,,True
1471,1471,D67GEPWUEHW2RGDTE,Contoso Motors,2004,Automatic,471,2026-05-22,,True
1472,1472,CJRJSONFBZ0KLNGKR,Contoso Motors,2005,Automatic,472,2026-05-22,,True
1473,1473,UR8HWELJ219P0FEAN,Contoso Motors,2007,Automatic,473,2026-05-22,,True
1474,1474,MYQF0W644K2TQCPFB,Contoso Motors,2016,Automatic,474,2026-05-22,,True
1475,1475,VCYVW0WUZNBTM594J,Contoso Motors,2010,Semi-Automatic,14,2026-05-22,,True
1476,1476,7P44TV27Q82RVL5D2,Contoso Motors,2005,Automatic,176,2026-05-22,,True
1477,1477,1MVGQFGP8BR90WYK4,Contoso Motors,2005,Semi-Automatic,37,2026-05-22,,True
1478,1478,HIY403UZ5QSU9D9T1,Contoso Motors,2016,Semi-Automatic,83,2026-05-22,,True
1479,1479,LWYISXURRBFELINPT,Contoso Motors,2004,Automatic,745,2026-05-22,,True
1480,1480,6VUFZH9DQ1OHVWWHL,Contoso Motors,2013,Manual,496,2026-05-22,,True
1481,1481,WYNIIY42VKV6OQS1J,Contoso Motors,2011,Automatic,17,2026-05-22,,True
1482,1482,K1J4FM1E05H45I3XJ,Contoso Motors,2005,Automatic,202,2026-05-22,,True
1483,1483,XDTPFNWVM1IDB4KUK,Contoso Motors,2006,Automatic,203,2026-05-22,,True
1484,1484,91OD1VSTDP4QT5V3W,Contoso Motors,2013,Automatic,484,2026-05-22,,True
1485,1485,WE9YLC1VHIA8IYWQ4,Contoso Motors,2014,Automatic,485,2026-05-22,,True
1486,1486,RE5LS5OHYBH4CGGH6,Contoso Motors,2007,Automatic,747,2026-05-22,,True
1487,1487,1DL7WYTFPXLJRUC3H,Contoso Motors,2014,Automatic,255,2026-05-22,,True
1488,1488,8K1DYE2X4NWT6B1KY,Contoso Motors,2004,Automatic,137,2026-05-22,,True
1489,1489,VL7ZSJ9XMZRFSVVYW,Contoso Motors,2011,Automatic,749,2026-05-22,,True
1490,1490,YKENBK1A0J2TOLRIU,Contoso Motors,2005,Semi-Automatic,134,2026-05-22,,True
1491,1491,9CNMVH24G72Z4EH26,Contoso Motors,2011,Automatic,272,2026-05-22,,True
1492,1492,AMQU4G115NOBZ1EAJ,Contoso Motors,2011,Automatic,492,2026-05-22,,True
1493,1493,V3MF6B9JWO4AD92W0,Contoso Motors,2014,Automatic,759,2026-05-22,,True
1494,1494,PQERC0DIQ23RLNGAN,Contoso Motors,2009,Automatic,766,2026-05-22,,True
1495,1495,1K7G3JQVU24TX1XOG,Contoso Motors,2012,Automatic,886,2026-05-22,,True
1496,1496,IR31Z4JMBQ7BR3DT6,Contoso Motors,2016,Automatic,496,2026-05-22,,True
1497,1497,C8IR133QT4UP6GHDN,Contoso Motors,2004,Automatic,393,2026-05-22,,True
1498,1498,26VHOKX71LZ7UPXOP,Contoso Motors,2014,Semi-Automatic,498,2026-05-22,,True
1499,1499,CEMSQ9VOTYU9UB9W4,Contoso Motors,2005,Automatic,257,2026-05-22,,True
1500,1500,DGNFGS0NKM1CFCPQ7,Contoso Motors,2007,Automatic,292,2026-05-22,,True
1501,1501,T4V0PIGVKXY7TLYWZ,Contoso Motors,2005,Semi-Automatic,157,2026-05-22,,True
1502,1502,AZGRJZ1Q4K8LY3IDS,Contoso Motors,2009,Semi-Automatic,194,2026-05-22,,True
1503,1503,9QDQL8PGET15GXOA4,Contoso Motors,2015,Semi-Automatic,254,2026-05-22,,True
1504,1504,M3N1WXSP9UKDFAW3O,Contoso Motors,2011,Automatic,316,2026-05-22,,True
1505,1505,ZUM234INX6MPOJ1D6,Contoso Motors,2013,Automatic,384,2026-05-22,,True
1506,1506,H12V1ZVTMOAEYM126,Contoso Motors,2004,Automatic,401,2026-05-22,,True
1507,1507,20Q8Q0OL6VU1OZTS5,Contoso Motors,2011,Automatic,633,2026-05-22,,True
1508,1508,WUOPKVM97HJ99K9TW,Contoso Motors,2014,Semi-Automatic,508,2026-05-22,,True
1509,1509,BHLOGG4XR7G0925IY,Contoso Motors,2007,Automatic,769,2026-05-22,,True
1510,1510,GRRQSUNYCMBO1JCIM,Contoso Motors,2012,Automatic,846,2026-05-22,,True
1511,1511,CW1GOX8G0SCEOHMGV,Contoso Motors,2007,Automatic,511,2026-05-22,,True
1512,1512,1UGMYO6ZDQ3KC72HT,Contoso Motors,2005,Automatic,773,2026-05-22,,True
1513,1513,5JIE8CIRSG6DO5D6Y,Contoso Motors,2007,Automatic,774,2026-05-22,,True
1514,1514,SHFW1485JP8BKDCN2,Contoso Motors,2009,Automatic,514,2026-05-22,,True
1515,1515,UNXA7MYFRC185UENT,Contoso Motors,2004,Automatic,789,2026-05-22,,True
1516,1516,FVZH6SUQJS69V5DGG,Contoso Motors,2005,Automatic,516,2026-05-22,,True
1517,1517,XOFNWGQJNGM873DZT,Contoso Motors,2016,Automatic,792,2026-05-22,,True
1518,1518,UUYYO73V5Y6LZ1NVL,Contoso Motors,2016,Automatic,518,2026-05-22,,True
1519,1519,6Y8Y0BNPFVH43DZ1D,Contoso Motors,2011,Automatic,519,2026-05-22,,True
1520,1520,WIMUHV7ZOBKPI03BD,Contoso Motors,2004,Automatic,520,2026-05-22,,True
1521,1521,27SEXSHYVQ6VY54IT,Contoso Motors,2005,Automatic,521,2026-05-22,,True
1522,1522,5HDV89IZ3WY50VUOY,Contoso Motors,2007,Automatic,522,2026-05-22,,True
1523,1523,TFMQU0D2MDU2FP5Q8,Contoso Motors,2004,Semi-Automatic,277,2026-05-22,,True
1524,1524,UOSRNKXPQ6TW69O0V,Contoso Motors,2013,Automatic,320,2026-05-22,,True
1525,1525,KNUVWH1HPMMKNR6SS,Contoso Motors,2005,Semi-Automatic,398,2026-05-22,,True
1526,1526,W87OFVPYZZRGFXOYV,Contoso Motors,2006,Semi-Automatic,399,2026-05-22,,True
1527,1527,HL7QWAKSLPLGGIA5Z,Contoso Motors,2011,Automatic,793,2026-05-22,,True
1528,1528,9K6N3B4YM0MDPZBK4,Contoso Motors,2005,Automatic,521,2026-05-22,,True
1529,1529,QWC264BKO406G99YX,Contoso Motors,2016,Automatic,624,2026-05-22,,True
1530,1530,BB6JTFWSINXUHNLS2,Contoso Motors,2016,Automatic,340,2026-05-22,,True
1531,1531,TK0KO40ZA5A4S28MS,Contoso Motors,2010,Automatic,346,2026-05-22,,True
1532,1532,9LZYSQ2EI0ARBTSAJ,Contoso Motors,2004,Automatic,532,2026-05-22,,True
1533,1533,KXNKAFRAK1J6E2U1B,Contoso Motors,2005,Automatic,533,2026-05-22,,True
1534,1534,5CFGO2J07EC6FCJFA,Contoso Motors,2006,Automatic,795,2026-05-22,,True
1535,1535,4Q5OVWVJQGKWWQXGS,Contoso Motors,2011,Automatic,355,2026-05-22,,True
1536,1536,JFVLSAR3BYBMAEJT5,Contoso Motors,2005,Automatic,641,2026-05-22,,True
1537,1537,SH85GQO77AR5YFRTD,Contoso Motors,2004,Automatic,797,2026-05-22,,True
1538,1538,NMFWXCAUUDH36P048,Contoso Motors,2013,Semi-Automatic,467,2026-05-22,,True
1539,1539,AEO5LVAOL7IREKB6E,Contoso Motors,2004,Automatic,412,2026-05-22,,True
1540,1540,LECL9ZZ9XECVR48E2,Contoso Motors,2016,Automatic,540,2026-05-22,,True
1541,1541,6YOYKFUC5X42DUNNC,Contoso Motors,2007,Automatic,807,2026-05-22,,True
1542,1542,XLVJSCH9EPSN7QVD5,Contoso Motors,2016,Automatic,814,2026-05-22,,True
1543,1543,NZOEWO2I5KZ9VITWL,Contoso Motors,2012,Automatic,894,2026-05-22,,True
1544,1544,4FYGDM5C6HS2K3RY5,Contoso Motors,2007,Automatic,544,2026-05-22,,True
1545,1545,W345EOIZ1P4D71V97,Contoso Motors,2014,Automatic,777,2026-05-22,,True
