vin,make,year,Model,auto_id,owner_id,DriveTrain,EngineType,transmission,ExteriorColor,InteriorColor,created_at,updated_at
VPL1QJ2CW6DXESKEI,Contoso Motors,2004,Sedan,1139,427,RWD,6 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
97ZDH28ATAZN1XLWY,Contoso Motors,2005,Wagon,1140,164,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2ZUKP41V4QTLXOWLD,Contoso Motors,2007,Sedan,1141,429,AWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
UG25XB71ROX6VWX3F,Contoso Motors,2011,Sedan,1142,453,FWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YSS5SQTLGD33K8SL1,Contoso Motors,2004,SUV,1143,409,FWD,6 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
I29S8BXMFZKVS8IRC,Contoso Motors,2004,Truck,1144,457,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0T19RSQE02TINDAAL,Contoso Motors,2011,Truck,1145,480,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
FWHC82R5PP8ZEXXAD,Contoso Motors,2016,Hatchback,1146,188,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GORVXJBZ0O6JW2J3N,Contoso Motors,2012,Hatchback,1147,195,RWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SZ0IU82I78EXJI8EO,Contoso Motors,2007,Minivan,1148,148,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6NNDPGBHMT2Z5EIUS,Contoso Motors,2004,Minivan,1149,149,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
G2XP09WBQD4AH7E0X,Contoso Motors,2007,Crossover,1150,411,FWD,Hybrid,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GYHLH8H7FM5MU90X5,Contoso Motors,2004,Wagon,1151,212,AWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3JOAP9YH2NS9BNBMQ,Contoso Motors,2014,Truck,1152,481,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
8JE4ZZRGE7A19KLES,Contoso Motors,2011,Crossover,1153,413,FWD,Electric,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
D1Z9A1BETTMBRI4NW,Contoso Motors,2005,Sedan,1154,454,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
X78P7EE6VPA1H57Y7,Contoso Motors,2014,Hatchback,1155,243,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
P0I71GC5S21ZIBAUF,Contoso Motors,2015,Minivan,1156,156,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
T6MGWM3HFCT09DWAN,Contoso Motors,2013,SUV,1157,423,AWD,Hybrid,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
B4WZ7V4Q2XKB6HVS0,Contoso Motors,2015,SUV,1158,430,FWD,4 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DYPS8PMDK9HBLFQD7,Contoso Motors,2014,Commercial,1159,111,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZJUN70Z1VDKIKW6JT,Contoso Motors,2016,Convertible 2DR,1160,160,FWD,Hybrid,Manual,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
S7360F4IWKE5TRHZI,Contoso Motors,2005,Coupe,1161,401,FWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
F6T5VFTMUHT3N0PKK,Contoso Motors,2014,Hybrid,1162,162,FWD,Hybrid,Semi-Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GA2AJ5X7DH9HBQ55Y,Contoso Motors,2011,Truck,1163,505,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
JWGUIFIV3Q7XXDA9P,Contoso Motors,2007,Hatchback,1164,247,AWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
CVEW9BUKF8OI77XY7,Contoso Motors,2005,Sedan,1165,477,FWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
90GB5N6DRZ7V781D4,Contoso Motors,2007,Sedan,1166,478,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
41AWJADS0XG8B48YY,Contoso Motors,2004,Sedan,1167,501,AWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
I0SXGXIBU2K45UM4F,Contoso Motors,2013,Wagon,1168,264,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
PVY0PV7AADAH2DJYC,Contoso Motors,2013,Truck,1169,506,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1WOFHPROXWGN96QOG,Contoso Motors,2013,Truck,1170,528,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RGWBMK8KQ4MEP7NNW,Contoso Motors,2004,Coupe,1171,449,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3NF1S5NWW07XKMSG7,Contoso Motors,2014,Hybrid,1172,172,FWD,Hybrid,Semi-Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
530W2IAE5A9T8SZ0Y,Contoso Motors,2005,SUV,1173,433,FWD,6 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2BDXIN8PZK2AQRC17,Contoso Motors,2014,Commercial,1174,639,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
N85D2K3A60TXOA9LB,Contoso Motors,2016,Convertible 2DR,1175,175,AWD,Hybrid,Manual,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TBRA01B6HVUVAA72C,Contoso Motors,2004,Crossover,1176,437,RWD,6 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
C7JW8JCYBIV9ORFZ5,Contoso Motors,2005,SUV,1177,438,FWD,3 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
906HDJ8H0W9BL65SV,Contoso Motors,2015,Minivan,1178,178,FWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XVFP29B0NL0AKUD5P,Contoso Motors,2004,SUV,1179,453,AWD,8 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ELUHSYBVDCFNNFPKC,Contoso Motors,2004,Minivan,1180,180,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2N6XHWSUOHT8WC08V,Contoso Motors,2016,SUV,1181,456,AWD,6 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TMTTU60BTN1545T38,Contoso Motors,2007,Minivan,1182,182,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1HNKIHZL5Z1M33ZQ5,Contoso Motors,2016,Minivan,1183,183,FWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
L67F49WJBZ8S0RBGM,Contoso Motors,2011,Minivan,1184,184,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0BXDIHRSNQQKYSL5W,Contoso Motors,2004,Minivan,1185,185,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
VRG8KBFGZW30CSGGF,Contoso Motors,2005,Minivan,1186,186,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
CB3RI2UW96J2XY7O6,Contoso Motors,2005,Sedan,1187,502,AWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
EQQ1NZWQZALHWSQFN,Contoso Motors,2016,Hatchback,1188,284,AWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XE5MSTKF0DYWNV1ZT,Contoso Motors,2012,Sedan,1189,503,AWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
K31X83Q8OAWY41TG4,Contoso Motors,2014,Sedan,1190,525,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LFQW1OKHGC3OSPYIA,Contoso Motors,2011,SUV,1191,457,AWD,6 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ER1E7N85MRKL9ANO9,Contoso Motors,2005,Truck,1192,577,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1GA8S8N4J1FG3XOQ9,Contoso Motors,2016,Truck,1193,584,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GJG4UW3FTNVX2473G,Contoso Motors,2013,Wagon,1194,308,FWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TQ22E75PAKKD1T2NL,Contoso Motors,2004,Wagon,1195,312,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
26PK7J56X3W3ZXMH4,Contoso Motors,2016,Minivan,1196,196,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
VRWLYRD3XW8XQ5PN6,Contoso Motors,2011,Minivan,1197,197,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
U4P0RTX0KIORVCVU3,Contoso Motors,2004,Crossover,1198,459,AWD,Electric,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3T9KCUYCGS6EY7VM6,Contoso Motors,2015,Hatchback,1199,332,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XAOBIMU080AVB4CME,Contoso Motors,2011,Truck,1200,624,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
BOP2XCCXIGHE7N6TQ,Contoso Motors,2007,Crossover,1201,461,FWD,8 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
PL239SH0GJM53U9UZ,Contoso Motors,2016,Sedan,1202,571,RWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LIY5IZ7YLRSMSGGWI,Contoso Motors,2009,Wagon,1203,338,AWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
PBGJM7MBFGRQ3OH9W,Contoso Motors,2016,Minivan,1204,204,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
76623FQEO37MWMVVR,Contoso Motors,2016,SUV,1205,471,FWD,Hybrid,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YSHUK8KE32XMS6ADJ,Contoso Motors,2007,SUV,1206,478,FWD,Hybrid,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LKRCL68SFDKLK42PP,Contoso Motors,2014,Commercial,1207,167,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0Z42ATJI1R3D1RCQE,Contoso Motors,2005,Convertible 2DR,1208,208,FWD,6 Cylinder,Manual,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1ELTWJFFQHN8MGSRL,Contoso Motors,2004,Coupe,1209,603,FWD,6 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
C7K8EWK29HKF71V1E,Contoso Motors,2014,Hybrid,1210,210,FWD,Hybrid,Semi-Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1X0BEZG5RFU5P2SCE,Contoso Motors,2004,Truck,1211,625,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
H2SIWYECXGY668PKR,Contoso Motors,2013,Hatchback,1212,347,FWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XNJG3ESF0KIBQYXYC,Contoso Motors,2004,Sedan,1213,597,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1IR4Z93B2RB32ILZW,Contoso Motors,2013,Sedan,1214,619,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XF3GTQ4DXGRVOPIKZ,Contoso Motors,2005,Sedan,1215,621,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
OM89K40I5L1PNACD9,Contoso Motors,2011,Wagon,1216,404,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
VHMGA88HZ7CBE8VO9,Contoso Motors,2016,Truck,1217,680,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MQFUZ427AFCL7WD2U,Contoso Motors,2004,Truck,1218,691,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
I3IJBG6NFJEYNQ006,Contoso Motors,2014,Coupe,1219,833,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0I30WSXTJIMT05NMZ,Contoso Motors,2014,Hybrid,1220,220,FWD,Hybrid,Semi-Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NDCDLJOTWMEKBJPND,Contoso Motors,2004,SUV,1221,481,FWD,Hybrid,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
BWADR3Y9RZ034T69R,Contoso Motors,2015,Commercial,1222,70,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XLSP2XOXW4PSDKDMU,Contoso Motors,2013,Convertible 2DR,1223,223,FWD,Hybrid,Manual,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2NNBYPLXMPYIGE1T5,Contoso Motors,2011,Crossover,1224,485,FWD,4 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GHWDQ7A3UZIL3XMVH,Contoso Motors,2005,SUV,1225,486,FWD,4 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DSAC1X4P9DF5Y68KQ,Contoso Motors,2007,Minivan,1226,226,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RZAW4278UQ6HPF19Q,Contoso Motors,2011,SUV,1227,501,FWD,Electric,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4A4UHN656JD1DBMX4,Contoso Motors,2011,Minivan,1228,228,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
JE8FF9NU4JOWBY72H,Contoso Motors,2005,SUV,1229,504,FWD,8 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5RBDKWDUX9ADDYK0G,Contoso Motors,2005,Minivan,1230,230,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
58ZOCI38QKP897IZT,Contoso Motors,2007,Minivan,1231,231,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
Z1FXORB5IZ8LWUANM,Contoso Motors,2016,Minivan,1232,232,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5O12NDTI6VVRZZJ8E,Contoso Motors,2011,Minivan,1233,233,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YYPFAPQ7FR6EAEU8N,Contoso Motors,2005,Minivan,1234,234,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NJAJ6E9MSUEVP9IQB,Contoso Motors,2007,Sedan,1235,622,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
L3CSZU1SEURP4WI9D,Contoso Motors,2005,Hatchback,1236,428,AWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
FT4W77VTWPTOAI30M,Contoso Motors,2011,Sedan,1237,645,AWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YYUF7P2NL99J1F9WP,Contoso Motors,2013,Sedan,1238,682,AWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
WQFQF43WVB7VDMIVK,Contoso Motors,2007,SUV,1239,505,FWD,10 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZGL3U8RGPUDWAL5SK,Contoso Motors,2005,Truck,1240,697,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
T6IPJJ74Q1ZKCMA34,Contoso Motors,2007,Truck,1241,720,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ETRQ5IK20QUNLMHG0,Contoso Motors,2016,Wagon,1242,452,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MG938KW4ROP139RKI,Contoso Motors,2004,Hatchback,1243,476,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
E96DUTRPKKFTBZY69,Contoso Motors,2015,Minivan,1244,244,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
M8FU8QCVRN89ZIRXA,Contoso Motors,2004,Minivan,1245,245,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0TRTC0ZNZP8VJY56Y,Contoso Motors,2011,Crossover,1246,507,FWD,3 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LFMINWIJD3BDT3Z7A,Contoso Motors,2015,Wagon,1247,482,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
BBAWQA6H4DGS3R6GQ,Contoso Motors,2011,Truck,1248,739,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ODZH8NPF5MDVGYSIZ,Contoso Motors,2005,Crossover,1249,509,RWD,6 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
IK3852NSY885GO899,Contoso Motors,2011,Sedan,1250,717,AWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GAXQKXF247DXMV87J,Contoso Motors,2007,Wagon,1251,500,AWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NCGT352M2HBLTB991,Contoso Motors,2005,Minivan,1252,252,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NRGMCKB8AGZVYQOD8,Contoso Motors,2013,SUV,1253,519,FWD,Electric,Automatic,Silver,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
VLJDAURTHW5D3TH3Z,Contoso Motors,2005,SUV,1254,526,AWD,6 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ULBEOJBJNIIY81QP0,Contoso Motors,2015,Commercial,1255,646,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4W5SZGAL7ZWK0VNV3,Contoso Motors,2004,Convertible 2DR,1256,256,FWD,8 Cylinder,Manual,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
Y46JJS1HPE59U638H,Contoso Motors,2014,Coupe,1257,881,RWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DH5KEKXT2JKA4ZGQ6,Contoso Motors,2014,Hybrid,1258,258,FWD,Hybrid,Semi-Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4QJFB96VQMZKHAPV8,Contoso Motors,2014,Truck,1259,745,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
AVL35XR093PIZO6K7,Contoso Motors,2016,Wagon,1260,504,AWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
EG75SX4LRFNW9T2L8,Contoso Motors,2005,Sedan,1261,741,FWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
I6GWV0XSZIQT23ZHY,Contoso Motors,2007,Sedan,1262,742,FWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
M264PSN0D764LP4E0,Contoso Motors,2013,Sedan,1263,743,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SB1LWHLPSQJ6PWUEU,Contoso Motors,2011,Hatchback,1264,524,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6Y4HPKD65POPBXDAU,Contoso Motors,2016,Truck,1265,768,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
66UVTJW2DY0O8PYMK,Contoso Motors,2005,Truck,1266,824,RWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5HH7R527ZJOYIA8OY,Contoso Motors,2006,Coupe,1267,939,AWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XJ6KDFQ2PBQ4ZUBGB,Contoso Motors,2014,Hybrid,1268,268,FWD,Hybrid,Semi-Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9SZFR2BHGVEAF6JOX,Contoso Motors,2011,SUV,1269,529,AWD,6 Cylinder,Automatic,Silver,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NGIMR2OG7496H3DFC,Contoso Motors,2015,Commercial,1270,174,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MK7GA9A923OPBECLB,Contoso Motors,2016,Convertible 2DR,1271,271,FWD,Electric,Manual,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LAM5A9404QPQHTRAZ,Contoso Motors,2004,Crossover,1272,533,FWD,Electric,Automatic,Silver,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
IDEKL3UODAAI6CG4K,Contoso Motors,2005,SUV,1273,534,FWD,Hybrid,Automatic,Silver,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
F9CT3R8M8E4ZAHJF6,Contoso Motors,2005,Minivan,1274,274,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TM1JD19QYMFO1P574,Contoso Motors,2007,SUV,1275,549,FWD,4 Cylinder,Automatic,Silver,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GTOEXK959CMD932ZB,Contoso Motors,2016,Minivan,1276,276,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
K1RQ6TZOABLZ68O03,Contoso Motors,2004,SUV,1277,552,FWD,6 Cylinder,Automatic,Silver,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
V4YYL9QFC49ZAEM49,Contoso Motors,2005,Minivan,1278,278,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LCBU82I3PQ88AJRPC,Contoso Motors,2006,Minivan,1279,279,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
M0FFTDSRAVLG9AI8R,Contoso Motors,2007,Minivan,1280,280,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SJEWVZES6P40RFJ2C,Contoso Motors,2004,Minivan,1281,281,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
